timestamp_id,date,time
1,01 Jan 2022,16:55:52
2,01 Jan 2022,21:45:29
3,01 Jan 2022,12:24:52
4,01 Jan 2022,04:07:36
5,01 Jan 2022,06:52:25
6,01 Jan 2022,10:20:09
7,01 Jan 2022,15:32:01
8,01 Jan 2022,19:23:47
9,01 Jan 2022,11:19:47
10,01 Jan 2022,14:52:01
11,01 Jan 2022,23:53:01
12,01 Jan 2022,01:41:48
13,01 Jan 2022,10:39:50
14,01 Jan 2022,06:32:56
15,01 Jan 2022,15:12:09
16,01 Jan 2022,12:45:05
17,01 Jan 2022,22:05:56
18,01 Jan 2022,07:14:24
19,01 Jan 2022,02:47:00
20,01 Jan 2022,00:42:33
21,01 Jan 2022,03:47:47
22,01 Jan 2022,20:44:08
23,01 Jan 2022,16:12:37
24,01 Jan 2022,12:05:06
25,01 Jan 2022,03:06:30
26,01 Jan 2022,01:01:51
27,01 Jan 2022,11:43:40
28,01 Jan 2022,23:31:01
29,01 Jan 2022,10:59:47
30,01 Jan 2022,02:22:52
31,01 Jan 2022,20:03:52
32,01 Jan 2022,14:31:39
33,01 Jan 2022,09:58:43
34,01 Jan 2022,05:51:27
35,01 Jan 2022,14:10:15
36,01 Jan 2022,18:42:25
37,01 Jan 2022,22:49:58
38,01 Jan 2022,04:28:02
39,01 Jan 2022,08:38:00
40,01 Jan 2022,13:50:19
41,01 Jan 2022,22:28:26
42,01 Jan 2022,07:34:40
43,01 Jan 2022,03:27:40
44,01 Jan 2022,00:22:28
45,01 Jan 2022,20:24:31
46,01 Jan 2022,15:53:43
47,01 Jan 2022,17:39:34
48,01 Jan 2022,21:25:49
49,01 Jan 2022,13:06:25
50,01 Jan 2022,05:07:43
51,01 Jan 2022,08:17:20
52,01 Jan 2022,16:33:12
53,01 Jan 2022,21:05:13
54,01 Jan 2022,06:11:59
55,01 Jan 2022,19:44:16
56,01 Jan 2022,13:27:37
57,01 Jan 2022,09:38:30
58,01 Jan 2022,05:31:53
59,01 Jan 2022,18:22:53
60,01 Jan 2022,23:09:54
61,01 Jan 2022,04:48:02
62,01 Jan 2022,08:57:36
63,01 Jan 2022,17:18:43
64,02 Jan 2022,05:45:06
65,02 Jan 2022,01:56:52
66,02 Jan 2022,12:42:40
67,02 Jan 2022,15:44:50
68,02 Jan 2022,13:23:26
69,02 Jan 2022,02:16:48
70,02 Jan 2022,10:17:01
71,02 Jan 2022,07:07:36
72,02 Jan 2022,13:43:32
73,02 Jan 2022,17:26:47
74,02 Jan 2022,06:27:10
75,02 Jan 2022,14:42:57
76,02 Jan 2022,17:47:02
77,02 Jan 2022,10:57:55
78,02 Jan 2022,07:29:02
79,02 Jan 2022,03:21:57
80,02 Jan 2022,03:41:38
81,02 Jan 2022,11:19:09
82,02 Jan 2022,23:56:26
83,02 Jan 2022,23:31:40
84,02 Jan 2022,16:04:39
85,02 Jan 2022,22:42:19
86,02 Jan 2022,04:02:06
87,02 Jan 2022,08:31:26
88,02 Jan 2022,18:07:31
89,02 Jan 2022,01:37:09
90,02 Jan 2022,09:34:40
91,02 Jan 2022,09:55:18
92,02 Jan 2022,06:47:46
93,02 Jan 2022,16:45:24
94,02 Jan 2022,02:57:34
95,02 Jan 2022,18:48:48
96,02 Jan 2022,11:39:47
97,02 Jan 2022,15:25:08
98,02 Jan 2022,19:37:20
99,02 Jan 2022,20:20:59
100,02 Jan 2022,19:11:49
101,02 Jan 2022,14:03:26
102,02 Jan 2022,00:55:12
103,02 Jan 2022,07:50:40
104,02 Jan 2022,02:37:03
105,02 Jan 2022,16:26:40
106,02 Jan 2022,15:04:12
107,02 Jan 2022,12:23:27
108,02 Jan 2022,04:41:47
109,02 Jan 2022,00:12:25
110,02 Jan 2022,18:29:37
111,02 Jan 2022,05:23:40
112,02 Jan 2022,00:34:37
113,02 Jan 2022,21:23:06
114,02 Jan 2022,21:49:08
115,02 Jan 2022,21:02:58
116,02 Jan 2022,20:40:58
117,02 Jan 2022,06:05:51
118,02 Jan 2022,01:16:03
119,02 Jan 2022,10:38:42
120,03 Jan 2022,19:17:08
121,03 Jan 2022,14:40:55
122,03 Jan 2022,23:26:09
123,03 Jan 2022,17:12:30
124,03 Jan 2022,21:22:20
125,03 Jan 2022,16:31:23
126,03 Jan 2022,19:59:23
127,03 Jan 2022,23:47:04
128,03 Jan 2022,16:52:02
129,03 Jan 2022,10:02:19
130,03 Jan 2022,09:24:50
131,03 Jan 2022,08:47:11
132,03 Jan 2022,10:43:39
133,03 Jan 2022,11:22:39
134,03 Jan 2022,18:56:56
135,03 Jan 2022,17:54:34
136,03 Jan 2022,02:28:01
137,03 Jan 2022,03:32:05
138,03 Jan 2022,02:58:02
139,03 Jan 2022,04:00:43
140,03 Jan 2022,04:31:08
141,03 Jan 2022,18:34:37
142,03 Jan 2022,22:05:06
143,03 Jan 2022,05:01:23
144,03 Jan 2022,05:38:15
145,03 Jan 2022,06:17:11
146,03 Jan 2022,08:09:33
147,03 Jan 2022,07:31:34
148,03 Jan 2022,06:54:36
149,03 Jan 2022,21:42:57
150,03 Jan 2022,15:25:28
151,03 Jan 2022,22:24:48
152,03 Jan 2022,18:14:35
153,03 Jan 2022,15:04:16
154,03 Jan 2022,22:45:51
155,03 Jan 2022,12:04:20
156,03 Jan 2022,12:44:33
157,03 Jan 2022,13:24:15
158,03 Jan 2022,14:04:49
159,03 Jan 2022,15:48:01
160,03 Jan 2022,19:39:28
161,03 Jan 2022,23:06:22
162,03 Jan 2022,17:33:09
163,03 Jan 2022,20:40:51
164,03 Jan 2022,01:24:29
165,03 Jan 2022,01:53:54
166,03 Jan 2022,00:53:00
167,03 Jan 2022,00:22:43
168,04 Jan 2022,13:55:35
169,04 Jan 2022,10:01:54
170,04 Jan 2022,05:52:52
171,04 Jan 2022,01:27:48
172,04 Jan 2022,20:33:17
173,04 Jan 2022,03:31:05
174,04 Jan 2022,22:57:49
175,04 Jan 2022,19:09:23
176,04 Jan 2022,07:58:56
177,04 Jan 2022,11:27:17
178,04 Jan 2022,04:53:54
179,04 Jan 2022,08:59:38
180,04 Jan 2022,00:07:38
181,04 Jan 2022,12:30:48
182,04 Jan 2022,15:43:55
183,04 Jan 2022,23:18:47
184,04 Jan 2022,07:38:09
185,04 Jan 2022,14:38:12
186,04 Jan 2022,18:27:23
187,04 Jan 2022,05:13:33
188,04 Jan 2022,01:08:23
189,04 Jan 2022,12:51:30
190,04 Jan 2022,16:43:12
191,04 Jan 2022,14:16:58
192,04 Jan 2022,10:45:44
193,04 Jan 2022,18:06:35
194,04 Jan 2022,22:16:51
195,04 Jan 2022,21:13:42
196,04 Jan 2022,02:30:35
197,04 Jan 2022,06:56:02
198,04 Jan 2022,06:56:02
199,04 Jan 2022,17:24:42
200,04 Jan 2022,05:32:35
201,04 Jan 2022,00:47:32
202,04 Jan 2022,21:34:19
203,04 Jan 2022,17:04:18
204,04 Jan 2022,13:13:25
205,04 Jan 2022,08:19:19
206,04 Jan 2022,03:10:46
207,04 Jan 2022,20:53:19
208,04 Jan 2022,02:50:50
209,04 Jan 2022,19:50:52
210,04 Jan 2022,15:01:05
211,04 Jan 2022,16:23:27
212,04 Jan 2022,09:21:12
213,04 Jan 2022,00:27:12
214,04 Jan 2022,20:11:28
215,04 Jan 2022,22:38:17
216,04 Jan 2022,19:28:52
217,04 Jan 2022,16:03:26
218,04 Jan 2022,12:10:04
219,04 Jan 2022,04:11:50
220,04 Jan 2022,15:22:02
221,04 Jan 2022,08:40:02
222,04 Jan 2022,11:48:59
223,04 Jan 2022,04:32:24
224,04 Jan 2022,13:35:18
225,04 Jan 2022,17:44:46
226,04 Jan 2022,10:23:57
227,04 Jan 2022,01:50:02
228,04 Jan 2022,06:34:42
229,04 Jan 2022,11:06:16
230,04 Jan 2022,02:10:37
231,04 Jan 2022,23:40:23
232,05 Jan 2022,09:58:09
233,05 Jan 2022,05:47:54
234,05 Jan 2022,13:51:21
235,05 Jan 2022,11:42:31
236,05 Jan 2022,19:23:26
237,05 Jan 2022,09:37:27
238,05 Jan 2022,02:03:21
239,05 Jan 2022,13:30:08
240,05 Jan 2022,17:20:05
241,05 Jan 2022,21:36:53
242,05 Jan 2022,10:40:23
243,05 Jan 2022,18:22:23
244,05 Jan 2022,06:49:26
245,05 Jan 2022,02:45:48
246,05 Jan 2022,22:17:28
247,05 Jan 2022,22:17:28
248,05 Jan 2022,08:13:02
249,05 Jan 2022,03:46:37
250,05 Jan 2022,12:04:00
251,05 Jan 2022,15:35:28
252,05 Jan 2022,12:46:35
253,05 Jan 2022,16:58:38
254,05 Jan 2022,20:55:40
255,05 Jan 2022,04:46:57
256,05 Jan 2022,01:01:28
257,05 Jan 2022,07:51:00
258,05 Jan 2022,03:05:48
259,05 Jan 2022,15:15:37
260,05 Jan 2022,22:37:50
261,05 Jan 2022,00:00:54
262,05 Jan 2022,04:26:09
263,05 Jan 2022,12:24:14
264,05 Jan 2022,20:15:41
265,05 Jan 2022,19:03:06
266,05 Jan 2022,22:58:49
267,05 Jan 2022,14:54:08
268,05 Jan 2022,07:31:26
269,05 Jan 2022,11:20:57
270,05 Jan 2022,03:26:25
271,05 Jan 2022,07:09:59
272,05 Jan 2022,11:00:55
273,05 Jan 2022,02:24:36
274,05 Jan 2022,18:41:48
275,05 Jan 2022,23:19:13
276,05 Jan 2022,23:41:06
277,05 Jan 2022,16:17:45
278,05 Jan 2022,04:06:05
279,05 Jan 2022,14:11:00
280,05 Jan 2022,17:40:28
281,05 Jan 2022,10:19:10
282,05 Jan 2022,06:09:22
283,05 Jan 2022,01:42:58
284,05 Jan 2022,21:57:56
285,05 Jan 2022,06:28:38
286,05 Jan 2022,01:21:47
287,05 Jan 2022,05:28:17
288,05 Jan 2022,09:17:56
289,05 Jan 2022,15:57:50
290,05 Jan 2022,19:54:41
291,05 Jan 2022,08:57:01
292,05 Jan 2022,00:42:09
293,05 Jan 2022,05:08:44
294,05 Jan 2022,00:21:19
295,05 Jan 2022,13:08:49
296,05 Jan 2022,16:39:12
297,05 Jan 2022,20:35:50
298,06 Jan 2022,06:10:37
299,06 Jan 2022,01:22:49
300,06 Jan 2022,10:07:49
301,06 Jan 2022,13:23:38
302,06 Jan 2022,16:58:21
303,06 Jan 2022,17:58:58
304,06 Jan 2022,14:06:40
305,06 Jan 2022,00:43:08
306,06 Jan 2022,05:49:33
307,06 Jan 2022,02:44:03
308,06 Jan 2022,17:17:32
309,06 Jan 2022,14:27:41
310,06 Jan 2022,20:44:30
311,06 Jan 2022,15:32:36
312,06 Jan 2022,18:40:01
313,06 Jan 2022,23:06:41
314,06 Jan 2022,07:54:03
315,06 Jan 2022,12:17:50
316,06 Jan 2022,12:17:50
317,06 Jan 2022,21:46:30
318,06 Jan 2022,17:38:19
319,06 Jan 2022,02:04:22
320,06 Jan 2022,10:28:54
321,06 Jan 2022,05:29:22
322,06 Jan 2022,01:02:38
323,06 Jan 2022,09:24:15
324,06 Jan 2022,20:03:00
325,06 Jan 2022,15:10:45
326,06 Jan 2022,23:47:38
327,06 Jan 2022,19:01:46
328,06 Jan 2022,16:14:02
329,06 Jan 2022,11:32:18
330,06 Jan 2022,07:33:31
331,06 Jan 2022,03:23:51
332,06 Jan 2022,10:50:06
333,06 Jan 2022,21:05:31
334,06 Jan 2022,06:51:34
335,06 Jan 2022,22:27:11
336,06 Jan 2022,07:11:41
337,06 Jan 2022,11:11:14
338,06 Jan 2022,02:24:29
339,06 Jan 2022,12:39:43
340,06 Jan 2022,19:22:16
341,06 Jan 2022,04:27:17
342,06 Jan 2022,00:00:47
343,06 Jan 2022,14:49:15
344,06 Jan 2022,03:04:02
345,06 Jan 2022,11:55:29
346,06 Jan 2022,22:07:27
347,06 Jan 2022,09:45:33
348,06 Jan 2022,05:08:32
349,06 Jan 2022,13:46:14
350,06 Jan 2022,01:44:11
351,06 Jan 2022,21:25:47
352,06 Jan 2022,12:59:33
353,06 Jan 2022,20:24:18
354,06 Jan 2022,16:36:37
355,06 Jan 2022,09:01:22
356,06 Jan 2022,00:21:03
357,06 Jan 2022,04:48:19
358,06 Jan 2022,19:42:14
359,06 Jan 2022,15:53:30
360,06 Jan 2022,08:40:21
361,06 Jan 2022,23:28:11
362,07 Jan 2022,02:54:56
363,07 Jan 2022,08:06:46
364,07 Jan 2022,08:06:46
365,07 Jan 2022,23:49:52
366,07 Jan 2022,16:35:19
367,07 Jan 2022,19:58:56
368,07 Jan 2022,18:58:00
369,07 Jan 2022,08:27:56
370,07 Jan 2022,03:57:00
371,07 Jan 2022,06:41:21
372,07 Jan 2022,13:28:30
373,07 Jan 2022,20:41:00
374,07 Jan 2022,16:56:15
375,07 Jan 2022,13:07:44
376,07 Jan 2022,00:48:57
377,07 Jan 2022,04:56:36
378,07 Jan 2022,23:07:50
379,07 Jan 2022,17:16:02
380,07 Jan 2022,10:09:15
381,07 Jan 2022,02:13:36
382,07 Jan 2022,05:59:13
383,07 Jan 2022,04:16:47
384,07 Jan 2022,15:12:16
385,07 Jan 2022,21:02:12
386,07 Jan 2022,15:33:12
387,07 Jan 2022,12:19:59
388,07 Jan 2022,08:48:07
389,07 Jan 2022,19:19:41
390,07 Jan 2022,22:47:43
391,07 Jan 2022,21:23:56
392,07 Jan 2022,07:24:18
393,07 Jan 2022,11:58:44
394,07 Jan 2022,17:36:08
395,07 Jan 2022,18:38:17
396,07 Jan 2022,14:51:19
397,07 Jan 2022,10:54:16
398,07 Jan 2022,01:30:29
399,07 Jan 2022,21:45:08
400,07 Jan 2022,05:38:38
401,07 Jan 2022,01:08:45
402,07 Jan 2022,13:49:31
403,07 Jan 2022,11:15:18
404,07 Jan 2022,03:36:19
405,07 Jan 2022,18:17:01
406,07 Jan 2022,22:26:56
407,07 Jan 2022,12:41:59
408,07 Jan 2022,16:14:18
409,07 Jan 2022,05:17:09
410,07 Jan 2022,00:29:09
411,07 Jan 2022,14:09:32
412,07 Jan 2022,17:55:57
413,07 Jan 2022,07:03:55
414,07 Jan 2022,02:34:48
415,07 Jan 2022,07:45:46
416,07 Jan 2022,03:16:15
417,07 Jan 2022,11:36:14
418,07 Jan 2022,19:39:04
419,07 Jan 2022,22:07:13
420,07 Jan 2022,14:30:15
421,07 Jan 2022,10:30:53
422,07 Jan 2022,15:53:55
423,07 Jan 2022,06:20:25
424,07 Jan 2022,09:47:41
425,07 Jan 2022,20:19:03
426,08 Jan 2022,00:10:47
427,08 Jan 2022,06:13:41
428,08 Jan 2022,09:47:11
429,08 Jan 2022,17:25:44
430,08 Jan 2022,03:22:00
431,08 Jan 2022,12:33:03
432,08 Jan 2022,18:07:35
433,08 Jan 2022,23:45:03
434,08 Jan 2022,06:54:29
435,08 Jan 2022,15:22:42
436,08 Jan 2022,08:20:11
437,08 Jan 2022,12:13:36
438,08 Jan 2022,17:46:59
439,08 Jan 2022,22:39:08
440,08 Jan 2022,10:09:03
441,08 Jan 2022,00:30:25
442,08 Jan 2022,15:41:57
443,08 Jan 2022,19:06:36
444,08 Jan 2022,14:36:50
445,08 Jan 2022,10:51:53
446,08 Jan 2022,05:52:06
447,08 Jan 2022,23:24:37
448,08 Jan 2022,04:03:25
449,08 Jan 2022,08:42:13
450,08 Jan 2022,16:04:01
451,08 Jan 2022,21:58:48
452,08 Jan 2022,22:17:54
453,08 Jan 2022,16:44:53
454,08 Jan 2022,21:16:29
455,08 Jan 2022,04:25:35
456,08 Jan 2022,01:33:12
457,08 Jan 2022,05:09:24
458,08 Jan 2022,09:25:32
459,08 Jan 2022,17:05:28
460,08 Jan 2022,13:15:50
461,08 Jan 2022,13:56:55
462,08 Jan 2022,20:55:03
463,08 Jan 2022,01:12:30
464,08 Jan 2022,05:30:24
465,08 Jan 2022,00:51:12
466,08 Jan 2022,04:47:13
467,08 Jan 2022,11:52:03
468,08 Jan 2022,16:23:53
469,08 Jan 2022,21:36:58
470,08 Jan 2022,10:31:17
471,08 Jan 2022,14:17:27
472,08 Jan 2022,20:08:24
473,08 Jan 2022,02:16:58
474,08 Jan 2022,06:34:39
475,08 Jan 2022,07:35:48
476,08 Jan 2022,11:12:10
477,08 Jan 2022,02:59:50
478,08 Jan 2022,02:38:45
479,08 Jan 2022,07:15:16
480,08 Jan 2022,11:33:03
481,08 Jan 2022,15:01:25
482,08 Jan 2022,19:47:35
483,08 Jan 2022,12:52:49
484,08 Jan 2022,03:43:33
485,08 Jan 2022,13:36:59
486,08 Jan 2022,18:46:29
487,08 Jan 2022,23:02:00
488,09 Jan 2022,20:54:31
489,09 Jan 2022,09:09:59
490,09 Jan 2022,23:41:11
491,09 Jan 2022,19:52:56
492,09 Jan 2022,16:44:52
493,09 Jan 2022,13:18:08
494,09 Jan 2022,09:30:50
495,09 Jan 2022,05:02:19
496,09 Jan 2022,00:04:59
497,09 Jan 2022,18:50:15
498,09 Jan 2022,15:20:47
499,09 Jan 2022,10:32:39
500,09 Jan 2022,02:37:18
501,09 Jan 2022,21:57:25
502,09 Jan 2022,10:11:57
503,09 Jan 2022,13:59:01
504,09 Jan 2022,07:06:59
505,09 Jan 2022,06:47:25
506,09 Jan 2022,01:54:08
507,09 Jan 2022,07:28:37
508,09 Jan 2022,02:57:16
509,09 Jan 2022,14:19:15
510,09 Jan 2022,03:59:28
511,09 Jan 2022,22:18:15
512,09 Jan 2022,04:41:37
513,09 Jan 2022,13:39:09
514,09 Jan 2022,17:26:39
515,09 Jan 2022,19:32:44
516,09 Jan 2022,16:02:20
517,09 Jan 2022,08:09:16
518,09 Jan 2022,12:36:54
519,09 Jan 2022,03:38:34
520,09 Jan 2022,22:58:05
521,09 Jan 2022,12:56:55
522,09 Jan 2022,20:34:48
523,09 Jan 2022,08:49:48
524,09 Jan 2022,03:18:14
525,09 Jan 2022,17:48:20
526,09 Jan 2022,00:24:51
527,09 Jan 2022,10:52:26
528,09 Jan 2022,06:26:25
529,09 Jan 2022,01:04:57
530,09 Jan 2022,06:06:47
531,09 Jan 2022,16:22:57
532,09 Jan 2022,08:30:09
533,09 Jan 2022,04:20:32
534,09 Jan 2022,11:34:41
535,09 Jan 2022,19:10:50
536,09 Jan 2022,22:38:02
537,09 Jan 2022,14:40:24
538,09 Jan 2022,15:41:07
539,09 Jan 2022,20:13:30
540,09 Jan 2022,00:44:48
541,09 Jan 2022,05:43:31
542,09 Jan 2022,12:16:36
543,09 Jan 2022,07:48:50
544,09 Jan 2022,21:38:03
545,09 Jan 2022,21:15:52
546,09 Jan 2022,11:15:04
547,09 Jan 2022,11:54:29
548,09 Jan 2022,02:15:57
549,09 Jan 2022,18:09:03
550,09 Jan 2022,14:59:37
551,10 Jan 2022,19:54:47
552,10 Jan 2022,08:33:11
553,10 Jan 2022,11:58:57
554,10 Jan 2022,04:29:47
555,10 Jan 2022,12:18:24
556,10 Jan 2022,21:35:48
557,10 Jan 2022,12:18:24
558,10 Jan 2022,08:53:14
559,10 Jan 2022,04:48:51
560,10 Jan 2022,10:58:05
561,10 Jan 2022,14:09:08
562,10 Jan 2022,06:32:26
563,10 Jan 2022,03:04:21
564,10 Jan 2022,21:57:08
565,10 Jan 2022,06:52:57
566,10 Jan 2022,02:23:21
567,10 Jan 2022,14:28:53
568,10 Jan 2022,16:51:00
569,10 Jan 2022,19:35:24
570,10 Jan 2022,15:10:09
571,10 Jan 2022,20:54:34
572,10 Jan 2022,11:38:25
573,10 Jan 2022,07:33:17
574,10 Jan 2022,02:03:32
575,10 Jan 2022,22:18:47
576,10 Jan 2022,17:52:10
577,10 Jan 2022,08:13:41
578,10 Jan 2022,03:47:41
579,10 Jan 2022,13:03:18
580,10 Jan 2022,15:50:47
581,10 Jan 2022,05:09:42
582,10 Jan 2022,09:56:23
583,10 Jan 2022,20:34:28
584,10 Jan 2022,20:15:45
585,10 Jan 2022,05:50:00
586,10 Jan 2022,00:41:56
587,10 Jan 2022,13:24:35
588,10 Jan 2022,16:11:44
589,10 Jan 2022,18:32:57
590,10 Jan 2022,04:08:53
591,10 Jan 2022,21:14:24
592,10 Jan 2022,17:12:05
593,10 Jan 2022,10:37:27
594,10 Jan 2022,06:10:26
595,10 Jan 2022,00:22:16
596,10 Jan 2022,23:20:38
597,10 Jan 2022,13:45:32
598,10 Jan 2022,17:31:46
599,10 Jan 2022,01:23:09
600,10 Jan 2022,10:16:22
601,10 Jan 2022,09:12:28
602,10 Jan 2022,03:27:43
603,10 Jan 2022,23:42:16
604,10 Jan 2022,16:31:04
605,10 Jan 2022,09:35:45
606,10 Jan 2022,01:03:10
607,10 Jan 2022,23:00:18
608,10 Jan 2022,18:11:59
609,10 Jan 2022,02:42:50
610,10 Jan 2022,12:39:44
611,10 Jan 2022,07:13:03
612,10 Jan 2022,15:30:37
613,10 Jan 2022,01:43:21
614,10 Jan 2022,07:53:17
615,10 Jan 2022,11:18:47
616,10 Jan 2022,14:48:38
617,10 Jan 2022,18:54:15
618,10 Jan 2022,22:40:03
619,11 Jan 2022,21:57:29
620,11 Jan 2022,10:28:50
621,11 Jan 2022,06:35:59
622,11 Jan 2022,17:05:22
623,11 Jan 2022,15:19:12
624,11 Jan 2022,10:48:52
625,11 Jan 2022,07:15:35
626,11 Jan 2022,03:05:27
627,11 Jan 2022,19:50:56
628,11 Jan 2022,14:37:58
629,11 Jan 2022,07:36:18
630,11 Jan 2022,11:10:19
631,11 Jan 2022,21:12:42
632,11 Jan 2022,17:45:57
633,11 Jan 2022,13:15:26
634,11 Jan 2022,03:45:59
635,11 Jan 2022,22:18:34
636,11 Jan 2022,18:27:07
637,11 Jan 2022,10:06:46
638,11 Jan 2022,01:42:04
639,11 Jan 2022,20:12:15
640,11 Jan 2022,11:30:16
641,11 Jan 2022,03:25:35
642,11 Jan 2022,22:58:35
643,11 Jan 2022,16:23:43
644,11 Jan 2022,13:56:19
645,11 Jan 2022,09:45:28
646,11 Jan 2022,05:53:14
647,11 Jan 2022,00:21:51
648,11 Jan 2022,09:05:10
649,11 Jan 2022,04:45:49
650,11 Jan 2022,23:19:19
651,11 Jan 2022,15:39:59
652,11 Jan 2022,19:30:39
653,11 Jan 2022,15:59:41
654,11 Jan 2022,12:10:23
655,11 Jan 2022,02:02:17
656,11 Jan 2022,07:56:26
657,11 Jan 2022,23:39:00
658,11 Jan 2022,21:36:36
659,11 Jan 2022,09:25:49
660,11 Jan 2022,12:33:18
661,11 Jan 2022,04:06:14
662,11 Jan 2022,14:59:50
663,11 Jan 2022,17:24:31
664,11 Jan 2022,06:14:49
665,11 Jan 2022,02:44:55
666,11 Jan 2022,08:43:40
667,11 Jan 2022,11:51:36
668,11 Jan 2022,20:52:13
669,11 Jan 2022,22:38:27
670,11 Jan 2022,06:56:06
671,11 Jan 2022,12:52:26
672,11 Jan 2022,02:23:43
673,11 Jan 2022,18:06:01
674,11 Jan 2022,08:19:07
675,11 Jan 2022,20:32:15
676,11 Jan 2022,13:35:23
677,11 Jan 2022,01:21:37
678,11 Jan 2022,01:02:25
679,11 Jan 2022,05:07:23
680,11 Jan 2022,18:47:29
681,11 Jan 2022,14:17:10
682,11 Jan 2022,16:43:55
683,11 Jan 2022,00:42:10
684,11 Jan 2022,05:31:26
685,12 Jan 2022,22:48:43
686,12 Jan 2022,08:39:49
687,12 Jan 2022,12:34:45
688,12 Jan 2022,03:04:28
689,12 Jan 2022,15:44:27
690,12 Jan 2022,18:52:39
691,12 Jan 2022,07:59:37
692,12 Jan 2022,12:55:41
693,12 Jan 2022,01:20:24
694,12 Jan 2022,16:48:04
695,12 Jan 2022,20:17:45
696,12 Jan 2022,23:08:35
697,12 Jan 2022,13:37:33
698,12 Jan 2022,16:05:16
699,12 Jan 2022,10:04:12
700,12 Jan 2022,00:40:05
701,12 Jan 2022,05:54:12
702,12 Jan 2022,19:35:35
703,12 Jan 2022,19:14:39
704,12 Jan 2022,23:29:08
705,12 Jan 2022,01:43:54
706,12 Jan 2022,02:03:35
707,12 Jan 2022,06:14:32
708,12 Jan 2022,10:24:22
709,12 Jan 2022,12:12:46
710,12 Jan 2022,04:09:06
711,12 Jan 2022,22:27:42
712,12 Jan 2022,15:23:48
713,12 Jan 2022,17:08:59
714,12 Jan 2022,17:51:10
715,12 Jan 2022,07:18:18
716,12 Jan 2022,03:24:25
717,12 Jan 2022,05:11:08
718,12 Jan 2022,21:01:01
719,12 Jan 2022,13:58:10
720,12 Jan 2022,18:13:17
721,12 Jan 2022,21:45:59
722,12 Jan 2022,14:41:57
723,12 Jan 2022,08:19:26
724,12 Jan 2022,10:45:25
725,12 Jan 2022,02:25:03
726,12 Jan 2022,22:06:52
727,12 Jan 2022,23:54:04
728,12 Jan 2022,03:48:33
729,12 Jan 2022,11:50:24
730,12 Jan 2022,13:15:58
731,12 Jan 2022,04:50:45
732,12 Jan 2022,18:32:30
733,12 Jan 2022,15:02:48
734,12 Jan 2022,02:44:25
735,12 Jan 2022,06:33:53
736,12 Jan 2022,11:06:38
737,12 Jan 2022,09:23:58
738,12 Jan 2022,00:18:42
739,12 Jan 2022,20:39:37
740,12 Jan 2022,14:21:59
741,12 Jan 2022,11:28:52
742,12 Jan 2022,07:37:25
743,12 Jan 2022,21:22:55
744,12 Jan 2022,09:43:59
